track_id,name,album,artists,url,acousticness,danceability,energy,instrumentalness,speechiness,valence,duration,loudness,tempo,time_signature,key,mode
3WRQUvzRvBDr4AxMWhXc5E,Sunset Lover,Presence,Petit Biscuit,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E,0.669,0.785,0.525,0.439,0.042,0.251,238.90668,-7.556,90.853,4,6,1
7eqoqGkKwgOaWNNHx90uEZ,Nights,Blonde,Frank Ocean,https://open.spotify.com/track/7eqoqGkKwgOaWNNHx90uEZ,0.427,0.457,0.551,1.15e-06,0.167,0.428,307.1512,-9.36,89.87,4,5,0
0wXuerDYiBnERgIpbb3JBR,Redbone,"""Awaken, My Love!""",Childish Gambino,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR,0.169,0.743,0.344,0.00879,0.118,0.577,326.93332,-11.174,160.15,4,1,1
1I8tHoNBFTuoJAlh4hfVVE,Firestone,Cloud Nine,"Kygo, Conrad Sewell",https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,0.393,0.704,0.634,3.17e-05,0.0428,0.411,271.64,-7.374,113.927,4,11,0
3GZD6HmiNUhxXYf8Gch723,Lost,channel ORANGE,Frank Ocean,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,0.0272,0.913,0.603,0.000503,0.226,0.497,234.09332,-4.892,123.061,4,8,1
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator, Kali Uchis",https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,0.371,0.558,0.559,7.49e-06,0.0959,0.62,180.38667,-9.222,78.558,4,6,1
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Where Are You Now,"Lost Frequencies, Calum Scott",https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z,0.515,0.671,0.636,0.000411,0.103,0.262,148.19728,-8.117,120.966,4,6,0
5H4mXWKcicuLKDn4Jy0sK7,Time Flies,Dark Lane Demo Tapes,Drake,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7,0.201,0.864,0.477,0,0.224,0.5,192.93198,-5.786,86.46,4,10,1
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,BALLADS 1,Joji,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,0.544,0.515,0.479,0.00598,0.0261,0.284,209.27383,-7.458,88.964,4,3,1
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,ye,"Kanye West, PARTYNEXTDOOR",https://open.spotify.com/track/7vgTNTaEz3CsBZ1N4YQalM,0.0969,0.573,0.545,0,0.0288,0.297,271.38666,-4.247,83.378,4,7,0
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,17,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,0.469,0.872,0.391,4.13e-06,0.242,0.437,119.13333,-9.144,134.021,4,0,0
1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,My Beautiful Dark Twisted Fantasy,"Kanye West, Rick Ross",https://open.spotify.com/track/1UGD3lW3tDmgZfAVDh6w7r,0.0175,0.435,0.76,0,0.0721,0.206,351.94666,-4.935,80.082,4,8,0
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,"Lil Uzi Vert, Oh Wonder",https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,0.617,0.703,0.757,0,0.05,0.696,221.74698,-3.612,82.008,4,1,1
05GvwwTLLID738BbKN1ze0,Because You Move Me,Because You Move Me,"Tinlicker, Helsloot",https://open.spotify.com/track/05GvwwTLLID738BbKN1ze0,0.691,0.789,0.435,0.0418,0.149,0.166,196.37502,-9.506,122.995,4,2,0
5mjYQaktjmjcMKcUIcqz4s,Strangers,Strangers,Kenya Grace,https://open.spotify.com/track/5mjYQaktjmjcMKcUIcqz4s,0.701,0.628,0.523,0.00274,0.0946,0.416,172.96481,-8.307,169.982,4,11,0
21jGcNKet2qwijlDFuPiPb,Circles,Hollywood's Bleeding,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0.192,0.695,0.762,0.00244,0.0395,0.553,215.28,-3.497,120.042,4,0,1
3pXF1nA74528Edde4of9CC,Don't,T R A P S O U L,Bryson Tiller,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,0.223,0.765,0.356,0,0.195,0.189,198.29333,-5.556,96.991,4,11,0
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,ye,Kanye West,https://open.spotify.com/track/3s7MCdXyWmwjdcWh7GWXas,0.376,0.669,0.419,0,0.522,0.0397,215.32,-6.724,109.813,4,1,0
2tnVG71enUj33Ic2nFN6kZ,Ride It,Ride It,Regard,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,0.177,0.88,0.751,6.43e-05,0.0874,0.884,157.60599,-4.258,117.948,4,7,0
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,https://open.spotify.com/track/23RoR84KodL5HWvUTneQ1w,0.12,0.671,0.876,0.188,0.0352,0.964,231.5454,-5.681,129.998,4,7,0
2iXdwVdzA0KrI2Q0iZNJbX,Better Together,In Between Dreams,Jack Johnson,https://open.spotify.com/track/2iXdwVdzA0KrI2Q0iZNJbX,0.298,0.871,0.346,9.24e-06,0.0522,0.659,207.68,-9.481,110.054,4,5,1
7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Freudian,"Daniel Caesar, Kali Uchis",https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ,0.422,0.658,0.294,5.2e-05,0.0321,0.358,278.1797,-8.533,74.038,4,4,0
7JXZq0JgG2zTrSOAgY8VMC,Jungle,If You're Reading This It's Too Late,Drake,https://open.spotify.com/track/7JXZq0JgG2zTrSOAgY8VMC,0.62,0.697,0.235,0.000144,0.0534,0.378,320.4,-8.651,99.947,4,7,1
43PuMrRfbyyuz4QpZ3oAwN,Exchange,T R A P S O U L,Bryson Tiller,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,0.107,0.525,0.433,0,0.185,0.276,194.61333,-10.598,160.108,4,6,1
2ixsaeFioXJmMgkkbd4uj1,Budapest,Wanted on Voyage (Expanded Edition),George Ezra,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1,0.0846,0.717,0.455,0,0.0276,0.389,200.73334,-8.303,127.812,4,5,1
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,https://open.spotify.com/track/2nGFzvICaeEWjIrBrL2RAx,0.167,0.739,0.511,1.34e-06,0.0362,0.542,215.36,-7.844,96.038,4,9,1
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,Tracy Chapman,https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo,0.313,0.711,0.292,0,0.037,0.194,296.8,-15.523,103.951,4,4,0
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,0.807,0.0177,0.0336,0.398,240.4,-2.81,124.053,4,10,1
75JFxkI2RXiU7L9VXzMkle,The Scientist,A Rush of Blood to the Head,Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,0.731,0.557,0.442,1.46e-05,0.0243,0.213,309.6,-7.224,146.277,4,5,1
7AQim7LbvFVZJE3O8TYgf2,Fuck Love,17,"XXXTENTACION, Trippie Redd",https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,0.0172,0.797,0.533,0.000152,0.0412,0.329,146.52,-9.74,131.036,4,0,0
5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,Continuum,John Mayer,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh,0.157,0.578,0.756,0.000232,0.115,0.663,201.17332,-5.82,176.739,4,2,1
2ZWlPOoWh0626oTaHrnl2a,Ivy,Blonde,Frank Ocean,https://open.spotify.com/track/2ZWlPOoWh0626oTaHrnl2a,0.785,0.575,0.386,0.000289,0.037,0.466,249.19107,-9.584,116.408,4,9,0
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Currents,Tame Impala,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,0.0115,0.64,0.74,0.00678,0.0284,0.785,216.32,-4.083,116.879,4,4,1
0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,In Between Dreams,Jack Johnson,https://open.spotify.com/track/0BgbobvykXxEvxo2HhCuvM,0.602,0.814,0.373,1.7e-05,0.116,0.632,191.90668,-8.017,114.548,4,7,1
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),Ctrl,"SZA, Travis Scott",https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,0.112,0.795,0.594,0,0.0748,0.409,275.08,-6.2,135.002,4,0,1
2L9N0zZnd37dwF0clgxMGI,ceilings,five seconds flat,Lizzy McAlpine,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI,0.473,0.516,0.322,0.00194,0.0292,0.261,182.88757,-11.762,148.005,3,9,1
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,"Future, Drake, Tems",https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK,0.314,0.463,0.642,0,0.34,0.339,189.89333,-4.474,83.389,4,1,1
6Nle9hKrkL1wQpwNfEkxjh,Chanel,Chanel,Frank Ocean,https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh,0.874,0.776,0.503,0,0.237,0.473,210.28508,-5.732,110.134,4,0,0
3yk7PJnryiJ8mAPqsrujzf,Location,Playboi Carti,Playboi Carti,https://open.spotify.com/track/3yk7PJnryiJ8mAPqsrujzf,0.33,0.717,0.79,0.000125,0.2,0.371,168.78375,-4.213,125.985,4,11,1
5yuShbu70mtHXY0yLzCQLQ,Go Flex,Stoney (Deluxe),Post Malone,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,0.228,0.665,0.498,0,0.0832,0.127,179.61333,-8.185,81.958,4,5,1
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,"good kid, m.A.A.d city","Kendrick Lamar, Jay Rock",https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,0.0703,0.716,0.531,0,0.122,0.344,386.90668,-7.355,71.994,4,7,1
2wAJTrFhCnQyNSD3oUgTZO,Work Out,Cole World: The Sideline Story,J. Cole,https://open.spotify.com/track/2wAJTrFhCnQyNSD3oUgTZO,0.0531,0.831,0.427,0,0.106,0.216,235.32,-6.903,93.004,4,2,1
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,Back from the Edge,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,0.695,0.358,0.557,0,0.059,0.494,211.46667,-7.398,85.043,4,10,1
1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),PARTYNEXTDOOR 3 (P3),"PARTYNEXTDOOR, Drake",https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd,0.0511,0.717,0.347,2.43e-06,0.0636,0.0589,235.47746,-10.265,84.987,4,11,0
3sNVsP50132BTNlImLx70i,Bound 2,Yeezus,Kanye West,https://open.spotify.com/track/3sNVsP50132BTNlImLx70i,0.145,0.367,0.665,0,0.0465,0.31,229.14667,-2.821,148.913,4,1,1
50a8bKqlwDEqeiEknrzkTO,ball w/o you,i am > i was,21 Savage,https://open.spotify.com/track/50a8bKqlwDEqeiEknrzkTO,0.0467,0.892,0.633,0.000189,0.0902,0.459,195.0465,-7.471,137.994,4,8,1
6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,2014 Forest Hills Drive,J. Cole,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e,0.0751,0.517,0.705,0,0.364,0.584,239.32,-8.205,175.906,4,6,0
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SOS,SZA,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2,0.141,0.559,0.551,0,0.132,0.392,201.8,-7.231,143.008,4,5,1
6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,KOD,J. Cole,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ,0.482,0.829,0.527,0,0.367,0.475,200.30998,-6.644,116.079,4,6,0
1x7NAvqHgCvhV549ls0FTE,Sunset Lovers,Sunset Lovers,"Thierry Von Der Warth, Horizon Blue, Carston",https://open.spotify.com/track/1x7NAvqHgCvhV549ls0FTE,0.0234,0.806,0.741,3.73e-05,0.0471,0.563,176.0,-6.362,119.971,4,1,0
7zkLpY72g6lKQbiHDqri1S,Sunrise,Feels Like Home,Norah Jones,https://open.spotify.com/track/7zkLpY72g6lKQbiHDqri1S,0.941,0.526,0.299,0.097,0.031,0.679,200.62666,-13.797,156.848,4,8,1
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,X&Y,Coldplay,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,0.164,0.209,0.417,0.00196,0.0338,0.124,295.53305,-8.74,138.178,4,3,1
46pBXAlzxOnEqnssIaDwHf,Walking On a Dream,Walking On a Dream,NEIMY,https://open.spotify.com/track/46pBXAlzxOnEqnssIaDwHf,0.116,0.671,0.625,0.0417,0.0352,0.308,169.4698,-9.176,112.019,4,1,1
5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,Fleetwood Mac,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ,0.883,0.414,0.161,0.000223,0.0318,0.423,199.49333,-22.32,159.375,4,7,0
3K00Ib1shkOEiAXU5pec6e,Back To You,Back To You,"Lost Frequencies, Elley Duhé, X Ambassadors",https://open.spotify.com/track/3K00Ib1shkOEiAXU5pec6e,0.234,0.679,0.548,0,0.0298,0.413,157.25233,-7.643,115.964,4,0,1
5QOBT97OmYCZo1W5u7tRrB,ten,ten,"Fred again.., Jozzy",https://open.spotify.com/track/5QOBT97OmYCZo1W5u7tRrB,0.818,0.765,0.468,0.00708,0.328,0.347,181.54523,-8.804,128.004,4,11,0
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),Jason Mraz,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,0.559,0.703,0.444,0,0.0417,0.712,242.94667,-9.331,150.96,4,11,1
5NhrlsuS5y4T4N7WbbEute,Follow the Sun,Follow the Sun,NEIMY,https://open.spotify.com/track/5NhrlsuS5y4T4N7WbbEute,0.541,0.644,0.572,0.00609,0.0477,0.125,154.3137,-9.504,119.947,3,3,1
6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Stoney (Deluxe),Post Malone,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,0.233,0.675,0.562,0,0.0352,0.309,256.53333,-7.678,130.098,4,7,1
7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,channel ORANGE,Frank Ocean,https://open.spotify.com/track/7DfFc7a6Rwfi3YQMRbDMau,0.409,0.721,0.339,0.00153,0.0532,0.2,200.74667,-11.195,129.83,4,0,1
0JXXNGljqupsJaZsgSbMZV,Sure Thing,All I Want Is You,Miguel,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV,0.0267,0.684,0.607,0.000307,0.1,0.498,195.37334,-8.127,81.001,4,11,0
3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),I,"Felix Jaehn, Jasmine Thompson",https://open.spotify.com/track/3c8iiZGfEammKJuWTErE5x,0.672,0.778,0.566,0.000197,0.0311,0.479,186.14667,-6.96,117.973,4,2,0
6yv0ZjBlZy2oRFq7jAis2C,Riptide,Riptide,TWOPILOTS,https://open.spotify.com/track/6yv0ZjBlZy2oRFq7jAis2C,0.156,0.729,0.836,3.27e-05,0.0462,0.288,154.73134,-4.312,113.998,4,8,1
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Ivory,Omar Apollo,https://open.spotify.com/track/2TktkzfozZifbQhXjT6I33,0.598,0.697,0.336,0.00528,0.0424,0.31,216.68,-10.395,82.029,3,9,1
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),death bed (coffee for your head),"Powfu, beabadoobee",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.731,0.726,0.431,0,0.135,0.348,173.33333,-8.765,144.026,4,8,0
01TyFEZu6mHbffsVfxgrFn,Show Me How,Show Me How,Men I Trust,https://open.spotify.com/track/01TyFEZu6mHbffsVfxgrFn,0.674,0.791,0.267,0.534,0.0415,0.544,215.11075,-11.997,165.99,4,5,1
2R4AlwtrrkMaRKojcTIzmL,For the First Time,This Old Dog,Mac DeMarco,https://open.spotify.com/track/2R4AlwtrrkMaRKojcTIzmL,0.296,0.551,0.529,0.0093,0.0517,0.521,182.30667,-10.469,75.515,4,5,0
1Is8hGpkGMiePASAxBluxM,16,The Melodic Blue,Baby Keem,https://open.spotify.com/track/1Is8hGpkGMiePASAxBluxM,0.0918,0.701,0.782,2.31e-06,0.138,0.57,156.04045,-4.987,94.03,4,1,1
7umZiitjVsEjMQ6HNddpUI,Love Is Only a Feeling,Love Is Only a Feeling,Joey Bada$$,https://open.spotify.com/track/7umZiitjVsEjMQ6HNddpUI,0.53,0.629,0.676,0.000325,0.191,0.497,152.04132,-7.088,90.377,4,1,0
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,American Teen,Khalid,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,0.199,0.799,0.539,1.66e-05,0.0421,0.394,202.54668,-6.351,136.948,4,1,1
7qH9Z4dJEN0l9bidizW7fq,Anchor,Bathing Beach,Novo Amor,https://open.spotify.com/track/7qH9Z4dJEN0l9bidizW7fq,0.805,0.457,0.407,0.884,0.0308,0.126,257.53333,-11.475,117.053,4,9,1
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,IGOR,"Tyler, The Creator",https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,0.23,0.554,0.498,5.98e-06,0.0685,0.413,190.06667,-8.866,79.635,4,9,1
0utlOiJy2weVl9WTkcEWHy,Neighbors,4 Your Eyez Only,J. Cole,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,0.319,0.898,0.283,0.000383,0.356,0.469,216.52,-12.335,138.97,4,6,0
3ee8Jmje8o58CHK66QrVC2,SAD!,?,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,0.258,0.74,0.613,0.00372,0.145,0.473,166.60553,-4.88,75.023,4,8,1
4GSDkZt7GcmzBWmsMcpaVO,Dancing In The Moonlight (feat. NEIMY),Dancing In The Moonlight (feat. NEIMY),"Jubël, NEIMY",https://open.spotify.com/track/4GSDkZt7GcmzBWmsMcpaVO,0.27,0.659,0.615,0,0.0644,0.193,164.0098,-5.865,119.843,4,11,0
3SktMqZmo3M9zbB7oKMIF7,Gravity,Continuum,John Mayer,https://open.spotify.com/track/3SktMqZmo3M9zbB7oKMIF7,0.731,0.753,0.326,0.00131,0.0342,0.237,245.82668,-9.883,123.799,3,7,1
4gh0ZnHzaTMT1sDga7Ek0N,sdp interlude,Birds In The Trap Sing McKnight,Travis Scott,https://open.spotify.com/track/4gh0ZnHzaTMT1sDga7Ek0N,0.599,0.507,0.586,0.0544,0.0586,0.588,191.62254,-8.15,108.164,4,0,0
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Dreamland,Glass Animals,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,0.44,0.761,0.525,6.7e-06,0.0944,0.531,238.80508,-6.9,80.87,4,11,1
1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Isolation,"Kali Uchis, Tyler, The Creator, Bootsy Collins",https://open.spotify.com/track/1otG6j1WHNvl9WgXLWkHTo,0.301,0.702,0.659,0.00201,0.13,0.843,207.45493,-6.766,79.64,4,4,0
58k32my5lKofeZRtIvBDg9,HONEST,DIE FOR MY BITCH,Baby Keem,https://open.spotify.com/track/58k32my5lKofeZRtIvBDg9,0.403,0.676,0.536,3.37e-05,0.0432,0.373,172.67203,-8.79,79.037,4,2,1
2WP8G2pdddDmnh1xbfKBOI,Finesse,Scorpion,Drake,https://open.spotify.com/track/2WP8G2pdddDmnh1xbfKBOI,0.133,0.807,0.319,0.000338,0.0581,0.299,182.08,-8.152,94.992,4,0,0
19kHhX6f6EfLU7rcO3RqjO,Back On 74,Volcano,Jungle,https://open.spotify.com/track/19kHhX6f6EfLU7rcO3RqjO,0.207,0.62,0.761,0.000147,0.175,0.194,209.48254,-7.282,146.003,4,10,0
2e3Ea0o24lReQFR4FA7yXH,Love Yourz,2014 Forest Hills Drive,J. Cole,https://open.spotify.com/track/2e3Ea0o24lReQFR4FA7yXH,0.589,0.677,0.638,0,0.333,0.435,211.49687,-8.631,82.81,4,8,1
2aPTvyE09vUCRwVvj0I8WK,Sundress,Sundress,A$AP Rocky,https://open.spotify.com/track/2aPTvyE09vUCRwVvj0I8WK,0.181,0.721,0.707,3.68e-06,0.0595,0.743,158.2058,-6.364,125.005,4,6,1
4osgfFTICMkcGbbigdsa53,Novacane,Novacane,Frank Ocean,https://open.spotify.com/track/4osgfFTICMkcGbbigdsa53,0.0584,0.762,0.508,0.00126,0.0919,0.37,302.34668,-9.112,93.51,4,3,1
5aIVCx5tnk0ntmdiinnYvw,Water,Water,Tyla,https://open.spotify.com/track/5aIVCx5tnk0ntmdiinnYvw,0.0856,0.673,0.722,0,0.0755,0.519,200.25551,-3.495,117.187,4,3,0
3YgtkOxZsTuaZdL8McA1FQ,adore u,adore u,"Fred again.., Obongjayar",https://open.spotify.com/track/3YgtkOxZsTuaZdL8McA1FQ,0.582,0.747,0.867,0.00413,0.088,0.684,220.65338,-7.311,124.015,4,0,1
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,How To Save A Life,The Fray,https://open.spotify.com/track/5fVZC9GiM4e8vu99W0Xf6J,0.269,0.64,0.743,0,0.0379,0.361,262.53333,-4.08,122.035,4,10,1
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Romantic Homicide,d4vd,https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL,0.453,0.571,0.544,0.00805,0.0299,0.216,132.63094,-10.613,132.052,4,6,1
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),UTOPIA,"Travis Scott, SZA, Future",https://open.spotify.com/track/1i9lZvlaDdWDPyXEE95aiq,0.575,0.458,0.535,0,0.0281,0.216,353.7546,-4.854,82.826,4,5,0
1boXOL0ua7N2iCOUVI1p9F,Japanese Denim,Get You - Single,Daniel Caesar,https://open.spotify.com/track/1boXOL0ua7N2iCOUVI1p9F,0.0905,0.707,0.238,2.42e-06,0.0379,0.345,270.84677,-8.818,124.156,3,3,1
4gkl7QbQvBd3TM9PhlWFkI,Love Yourz,2014 Forest Hills Drive,J. Cole,https://open.spotify.com/track/4gkl7QbQvBd3TM9PhlWFkI,0.609,0.502,0.623,0,0.44,0.399,211.68,-8.812,75.578,1,8,1
1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,THE GOAT,Polo G,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,0.345,0.832,0.534,0,0.253,0.116,132.83266,-7.813,93.924,4,1,0
